GFS Classification,Sector,Revenue stream name,Government entity,Revenue value,Currency,Country,ISO Code,Year,Start Date,End Date
Bonuses (1415E2),Oil & Gas,Bono a la Firma,Fondo Mexicano del Petróleo,13168000000.0,MXN,Mexico,MEX,2018,1/1/2018,12/31/2018
Compulsory transfers to government (infrastructure and other) (1415E4),Oil & Gas,Derecho de Exploración,Fondo Mexicano del Petróleo,1027000000.0,MXN,Mexico,MEX,2018,1/1/2018,12/31/2018
Delivered/paid directly to government (1415E31),Oil & Gas,Derecho por la Utilidad Compartida,Fondo Mexicano del Petróleo,442894000000.0,MXN,Mexico,MEX,2018,1/1/2018,12/31/2018
"Extraordinary taxes on income, profits and capital gains (1112E2)",Mining,Derecho adicional sobre minería,Servicio de Administración Tributaria,10000000.0,MXN,Mexico,MEX,2018,1/1/2018,12/31/2018
"Extraordinary taxes on income, profits and capital gains (1112E2)",Mining,Derecho especial sobre minería,Servicio de Administración Tributaria,4185000000.0,MXN,Mexico,MEX,2018,1/1/2018,12/31/2018
"Extraordinary taxes on income, profits and capital gains (1112E2)",Mining,Derecho extraordinario sobre minería,Servicio de Administración Tributaria,625000000.0,MXN,Mexico,MEX,2018,1/1/2018,12/31/2018
From state-owned enterprises (1412E1),Oil & Gas,Participación del Estado,Fondo Mexicano del Petróleo,5232000000.0,MXN,Mexico,MEX,2018,1/1/2018,12/31/2018
Licence fees (114521E),Mining,Derecho sobre minería,Servicio de Administración Tributaria,2646000000.0,MXN,Mexico,MEX,2018,1/1/2018,12/31/2018
Licence fees (114521E),Oil & Gas,Cuota Contractual,Fondo Mexicano del Petróleo,994000000.0,MXN,Mexico,MEX,2018,1/1/2018,12/31/2018
Licence fees (114521E),Oil & Gas,Impuesto por la Actividad de Exploración y Extracción de Hidrocarburos (IAEEH),Servicio de Administración Tributaria,5470000000.0,MXN,Mexico,MEX,2018,1/1/2018,12/31/2018
"Ordinary taxes on income, profits and capital gains (1112E1)",Mining,Impuesto sobre la Renta (ISR),Servicio de Administración Tributaria,33977000000.0,MXN,Mexico,MEX,2018,1/1/2018,12/31/2018
"Ordinary taxes on income, profits and capital gains (1112E1)",Oil & Gas,Impuesto sobre la Renta (ISR),Servicio de Administración Tributaria,-200000.0,MXN,Mexico,MEX,2018,1/1/2018,12/31/2018
Other taxes payable by natural resource companies (116E),Oil & Gas,Impuestos a las utilidades de actividades extractivas,Non-disaggregated revenue flows,,MXN,Mexico,MEX,2018,1/1/2018,12/31/2018
Royalties (1415E1),Oil & Gas,Derecho de Extracción,Fondo Mexicano del Petróleo,82910000000.0,MXN,Mexico,MEX,2018,1/1/2018,12/31/2018
Royalties (1415E1),Oil & Gas,Regalía Adicional,Fondo Mexicano del Petróleo,1895000000.0,MXN,Mexico,MEX,2018,1/1/2018,12/31/2018
Royalties (1415E1),Oil & Gas,Regalía Base,Fondo Mexicano del Petróleo,555000000.0,MXN,Mexico,MEX,2018,1/1/2018,12/31/2018
