Full project name,"Legal agreement reference number(s): contract, licence, lease, concession, …","Affiliated companies, start with Operator",Commodities (one commodity/row),Status,Production (volume),Unit,Production (value),Currency,Country,ISO Code,Year,Start Date,End Date
Aggregate small scale mining projects - see section 4.7.2 of ZEITI Report 2019,,Small scale,Copper (2603),Production,16665.08,Metric tonne (mt),100067255.41,USD,Zambia,ZMB,2019,2019-01-01,2019-12-31
CNMC Luanshya Copper Mine,8097-HQ-LML 8392 -HQ-LML 8393-HQ-LML 8394-HQ-LML 8395-HQ-LML 8396-HQ-LML 8404-HQ-LML,CNMC Luanshya Copper Mine,Copper (2603),Production,54115.75,Metric Tonne,324943900.0,USD,Zambia,ZMB,2019,2019-01-01,2019-12-31
Chambishi Metals Plc,8403-HQ-LML,Chambishi Metals Plc,Copper (2603),Production,2242.77,Metric Tonne,13466978.0,USD,Zambia,ZMB,2019,2019-01-01,2019-12-31
Chibuluma Mines,21836-HQ-LEL 21837-HQ-LEL 7064-HQ-LML 7065-HQ-LML 22821-HQ-LEL 25266-HQ-LEL,Chibuluma Mines Plc,Copper (2603),Production,6021.17,Metric Tonne,36154767.0,USD,Zambia,ZMB,2019,2019-01-01,2019-12-31
Kansanshi Mine,7057-HQ-LML,Kansanshi Mining Plc,Copper (2603),Production,235015.9,Metric Tonne,1411178431.0,USD,Zambia,ZMB,2019,2019-01-01,2019-12-31
Kansanshi Mine,7057-HQ-LML,Kansanshi Mining Plc,Gold (7108),Production,3858.0,Kg,189488875.0,USD,Zambia,ZMB,2019,2019-01-01,2019-12-31
Konkola Mine,7074-HQ-LML 7075 - HQ - LML 7076 - HQ - LML 102099 - HQ - MPL 20945 - HQ - MPL 14523 - HQ - LPL 19168 - HQ - LPL,Konkola Copper Mines Plc,Copper (2603),Production,61943.04,Metric Tonne,371943723.0,USD,Zambia,ZMB,2019,2019-01-01,2019-12-31
Konkola Mine,7074-HQ-LML 7075 - HQ - LML 7076 - HQ - LML 102099 - HQ - MPL 20945 - HQ - MPL 14523 - HQ - LPL 19168 - HQ - LPL,Konkola Copper Mines Plc,Gold (7108),Production,0.18,Kg,8676.0,USD,Zambia,ZMB,2019,2019-01-01,2019-12-31
Lubambe Copper Mine,7061-HQ-LML,Lubambe Copper Mine Ltd,Copper (2603),Production,23014.89,Metric Tonne,138195428.0,USD,Zambia,ZMB,2019,2019-01-01,2019-12-31
Lumwana Mine,8089-HQ-LML 9000-HQ-LML 9001-HQ-LML 9002-HQ-LML 9003-HQ-LML 9004-HQ-LML,Lumwana Mining Company Limited,Copper (2603),Production,107902.24,Metric Tonne,647910711.0,USD,Zambia,ZMB,2019,2019-01-01,2019-12-31
Mopani Mine,7073-HQ-LML 7625-HQ-LML,Mopani Copper Mines,Copper (2603),Production,30078.79,Metric Tonne,180611365.0,USD,Zambia,ZMB,2019,2019-01-01,2019-12-31
NFC AFRICA MINING PLC,7069-HQ-LML,NFC AFRICA MINING PLC,Copper (2603),Production,39971.84,Metric Tonne,236412453.0,USD,Zambia,ZMB,2019,2019-01-01,2019-12-31
NFC AFRICA MINING PLC,7069-HQ-LML,NFC AFRICA MINING PLC,Gold (7108),Production,54.75,Kg,2689174.0,USD,Zambia,ZMB,2019,2019-01-01,2019-12-31
Sentinel open-pit copper mine,15868-HQ-LML 15869-HQ-LML 15870-HQ-LML 15871-HQ-LML 15872-HQ-LML,Kalumbila Minerals Limited,Copper (2603),Production,220006.14,Metric Tonne,1321050725.0,USD,Zambia,ZMB,2019,2019-01-01,2019-12-31
Sino Metals,18153-HQ-LML 8474-HQ-LML 19619-HQ-LML,Sino Metals,Copper (2603),Production,11069.47,Metric Tonne,66467860.0,USD,Zambia,ZMB,2019,2019-01-01,2019-12-31
