Company,Government entity,Revenue stream name,Levied on project (Y/N),Reported by project (Y/N),Project name,Reporting currency,Revenue value,Payment made in-kind (Y/N),In-kind volume (if applicable),Unit (if applicable),Comments,Country,ISO Code,Year,Start Date,End Date
ANASURIA HIBISCUS UK Ltd,Her Majesty’s Revenue and Customs (HMRC),Ring Fence CT and Supplementary Charge (RFCT & SC),Not applicable,Not applicable,Not applicable,GBP,20070885938.0,Not applicable,Not applicable,Not applicable,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Aggregate Industries UK Ltd,Her Majesty’s Revenue and Customs (HMRC),Corporation Tax,Not applicable,Not applicable,Not applicable,GBP,3143564119.0,Not applicable,Not applicable,Not applicable,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Aggregate Industries UK Ltd,Her Majesty’s Revenue and Customs (HMRC),Corporation Tax,Not applicable,Not applicable,Not applicable,GBP,5756436924.0,Not applicable,Not applicable,Not applicable,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Aggregate Industries UK Ltd,The Crown Estate (TCE),Payments to the Crown Estate M&Q,Yes,No,Not available,GBP,-4311349295.73,Not applicable,Not applicable,Not applicable,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Albion Stone,Her Majesty’s Revenue and Customs (HMRC),Corporation Tax,Not applicable,Not applicable,Not applicable,GBP,300000.0,Not applicable,Not applicable,Not applicable,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Albion Stone,The Crown Estate (TCE),Payments to the Crown Estate M&Q,Yes,Yes,Admiralty Quarry,GBP,199116.0,Not applicable,Not applicable,Not applicable,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Albion Stone,The Crown Estate (TCE),Payments to the Crown Estate M&Q,Yes,Yes,Drill Hall 02020599,GBP,29182.0,Not applicable,Not applicable,Not applicable,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Albion Stone,The Crown Estate (TCE),Payments to the Crown Estate M&Q,Yes,Yes,Portland Land and Minerals,GBP,19025225.0,Not applicable,Not applicable,Not applicable,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Albion Stone,The Crown Estate (TCE),Payments to the Crown Estate M&Q,Yes,Yes,Portland Quarries,GBP,586873557.0,Not applicable,Not applicable,Not applicable,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Alpha Petroleum,Oil & Gas Authority (OGA),Oil & Gas Authority (OGA) Levy,Yes,No,Not applicable,GBP,9013070.0,Not applicable,Not applicable,Not applicable,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Alpha Petroleum,Oil & Gas Authority (OGA),Petroleum Licence Fees,Yes,Yes,P1034,GBP,17393302.94,Not applicable,Not applicable,Not applicable,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Alpha Petroleum,Oil & Gas Authority (OGA),Petroleum Licence Fees,Yes,Yes,P1062,GBP,4990328.56,Not applicable,Not applicable,Not applicable,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Alpha Petroleum,Oil & Gas Authority (OGA),Petroleum Licence Fees,Yes,Yes,P1070,GBP,,Not applicable,Not applicable,Not applicable,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Alpha Petroleum,Oil & Gas Authority (OGA),Petroleum Licence Fees,Yes,Yes,P683,GBP,30718669.41,Not applicable,Not applicable,Not applicable,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Apache Corporation,Her Majesty’s Revenue and Customs (HMRC),Ring Fence CT and Supplementary Charge (RFCT & SC),Not applicable,Not applicable,Not applicable,GBP,,Not applicable,Not applicable,Not applicable,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Apache Corporation,Oil & Gas Authority (OGA),Oil & Gas Authority (OGA) Levy,Yes,No,Not applicable,GBP,,Not applicable,Not applicable,Not applicable,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Apache Corporation,Oil & Gas Authority (OGA),Petroleum Licence Fees,Yes,Yes,P087,GBP,,Not applicable,Not applicable,Not applicable,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Apache Corporation,Oil & Gas Authority (OGA),Petroleum Licence Fees,Yes,Yes,P1621,GBP,,Not applicable,Not applicable,Not applicable,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Apache Corporation,Oil & Gas Authority (OGA),Petroleum Licence Fees,Yes,Yes,P1622,GBP,,Not applicable,Not applicable,Not applicable,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Apache Corporation,Oil & Gas Authority (OGA),Petroleum Licence Fees,Yes,Yes,P1763,GBP,,Not applicable,Not applicable,Not applicable,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Apache Corporation,Oil & Gas Authority (OGA),Petroleum Licence Fees,Yes,Yes,P1764,GBP,,Not applicable,Not applicable,Not applicable,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Apache Corporation,Oil & Gas Authority (OGA),Petroleum Licence Fees,Yes,Yes,P1820,GBP,,Not applicable,Not applicable,Not applicable,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Apache Corporation,Oil & Gas Authority (OGA),Petroleum Licence Fees,Yes,Yes,P1982,GBP,,Not applicable,Not applicable,Not applicable,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Apache Corporation,Oil & Gas Authority (OGA),Petroleum Licence Fees,Yes,Yes,P1985,GBP,,Not applicable,Not applicable,Not applicable,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Apache Corporation,Oil & Gas Authority (OGA),Petroleum Licence Fees,Yes,Yes,P1986,GBP,,Not applicable,Not applicable,Not applicable,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Apache Corporation,Oil & Gas Authority (OGA),Petroleum Licence Fees,Yes,Yes,P1998,GBP,,Not applicable,Not applicable,Not applicable,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Apache Corporation,Oil & Gas Authority (OGA),Petroleum Licence Fees,Yes,Yes,P2335,GBP,,Not applicable,Not applicable,Not applicable,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Apache Corporation,Oil & Gas Authority (OGA),Petroleum Licence Fees,Yes,Yes,P2338,GBP,,Not applicable,Not applicable,Not applicable,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Apache Corporation,Oil & Gas Authority (OGA),Petroleum Licence Fees,Yes,Yes,P2346,GBP,,Not applicable,Not applicable,Not applicable,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Apache Corporation,Oil & Gas Authority (OGA),Petroleum Licence Fees,Yes,Yes,P2353,GBP,,Not applicable,Not applicable,Not applicable,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Apache Corporation,Oil & Gas Authority (OGA),Petroleum Licence Fees,Yes,Yes,P2354,GBP,,Not applicable,Not applicable,Not applicable,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Apache Corporation,Oil & Gas Authority (OGA),Petroleum Licence Fees,Yes,Yes,P2355,GBP,,Not applicable,Not applicable,Not applicable,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Apache Corporation,Oil & Gas Authority (OGA),Petroleum Licence Fees,Yes,Yes,P2375,GBP,,Not applicable,Not applicable,Not applicable,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Apache Corporation,Oil & Gas Authority (OGA),Petroleum Licence Fees,Yes,Yes,P246,GBP,,Not applicable,Not applicable,Not applicable,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Apache Corporation,Oil & Gas Authority (OGA),Petroleum Licence Fees,Yes,Yes,P254,GBP,,Not applicable,Not applicable,Not applicable,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
Apache Corporation,Oil & Gas Authority (OGA),Petroleum Licence Fees,Yes,Yes,P337,GBP,,Not applicable,Not applicable,Not applicable,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
BHP Billiton Petroleum Great Britain Ltd,Her Majesty’s Revenue and Customs (HMRC),Ring Fence CT and Supplementary Charge (RFCT & SC),Not applicable,Not applicable,Not applicable,GBP,,Not applicable,Not applicable,Not applicable,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
BP UK Group,Crown Estate Scotland (CES),Payments to Crown Estate Scotland O&G,Yes,Yes,"Boom anchor blocks (AB-24-5), The Snub, Rvr Ythan",GBP,,Not applicable,Not applicable,Not applicable,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
BP UK Group,Crown Estate Scotland (CES),Payments to Crown Estate Scotland O&G,Yes,Yes,Oil Pipeline - Clair Pipeline,GBP,,Not applicable,Not applicable,Not applicable,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
BP UK Group,Crown Estate Scotland (CES),Payments to Crown Estate Scotland O&G,Yes,Yes,Oil Pipeline - Cruden Bay Short,GBP,,Not applicable,Not applicable,Not applicable,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
BP UK Group,Crown Estate Scotland (CES),Payments to Crown Estate Scotland O&G,Yes,Yes,Oil Pipeline - Orka Voe - West of Shetland,GBP,,Not applicable,Not applicable,Not applicable,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
BP UK Group,Her Majesty’s Revenue and Customs (HMRC),Petroleum Revenue Tax (PRT),Yes,Yes,Forties,GBP,,Not applicable,Not applicable,Not applicable,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
BP UK Group,Her Majesty’s Revenue and Customs (HMRC),Petroleum Revenue Tax (PRT),Yes,Yes,Fulmar,GBP,,Not applicable,Not applicable,Not applicable,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
BP UK Group,Her Majesty’s Revenue and Customs (HMRC),Petroleum Revenue Tax (PRT),Yes,Yes,Magnus,GBP,,Not applicable,Not applicable,Not applicable,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
BP UK Group,Her Majesty’s Revenue and Customs (HMRC),Petroleum Revenue Tax (PRT),Yes,Yes,Miller,GBP,,Not applicable,Not applicable,Not applicable,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
BP UK Group,Her Majesty’s Revenue and Customs (HMRC),Petroleum Revenue Tax (PRT),Yes,Yes,Miller,GBP,,Not applicable,Not applicable,Not applicable,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
BP UK Group,Her Majesty’s Revenue and Customs (HMRC),Petroleum Revenue Tax (PRT),Yes,Yes,South Valiant,GBP,,Not applicable,Not applicable,Not applicable,,United Kingdom,GBR,2018,2018-01-01,2018-12-31
