Full company name,Company type,Company ID number,Sector,Commodities (comma-seperated),Stock exchange listing or company website,"Audited financial statement (or balance sheet, cash flows, profit/loss statement if unavailable)",Payments to Governments Report,Country,ISO Code,Year,Start Date,End Date
ANASURIA HIBISCUS UK Ltd,Private,9696268,Oil & Gas,Oil & Gas,https://www.anasuria.co.uk/,https://beta.companieshouse.gov.uk/company/09696268,8063655.0,United Kingdom,GBR,2019,2019-01-01,2019-12-31
Aggregate Industries UK Ltd,Private,245717,Mining,"Cement, Aggregates",https://www.aggregate.com/,https://beta.companieshouse.gov.uk/company/00245717,12940965.0,United Kingdom,GBR,2019,2019-01-01,2019-12-31
Albion Stone,Private,1767530,Mining,Portland Stone,https://www.albionstone.com/,https://beta.companieshouse.gov.uk/company/01767530,273695.0,United Kingdom,GBR,2019,2019-01-01,2019-12-31
Alpha Petroleum,Private,3949599,Oil & Gas,Gas,https://www.alphapetroleum.com/,https://beta.companieshouse.gov.uk/company/03949599,1433954.0,United Kingdom,GBR,2019,2019-01-01,2019-12-31
Apache Corporation,Private,4614761,Oil & Gas,Oil & Gas,http://www.apachecorp.com/,https://beta.companieshouse.gov.uk/company/04614761,173085449.0,United Kingdom,GBR,2019,2019-01-01,2019-12-31
BHP Billiton Petroleum Great Britain Ltd,Private,810819,Oil & Gas,Oil & Gas,https://www.bhp.com/,https://beta.companieshouse.gov.uk/company/00810819,17071023.0,United Kingdom,GBR,2019,2019-01-01,2019-12-31
BP UK Group,Private,305943,Oil & Gas,Oil & Gas,https://www.bp.com/,https://beta.companieshouse.gov.uk/company/00305943,-14759715.0,United Kingdom,GBR,2019,2019-01-01,2019-12-31
Breedon Group PLC (Incorporated in Jersey),Private,98465,Mining,Construction Materials,https://www.breedongroup.com/,https://www.jerseyfsc.org/registry/documentsearch/NameDetail.aspx?Id=124680,15342783.0,United Kingdom,GBR,2019,2019-01-01,2019-12-31
Brett Group,Private,227266,Mining,Construction Materials,https://www.brett.co.uk/,https://beta.companieshouse.gov.uk/company/00227266,-279262.0,United Kingdom,GBR,2019,2019-01-01,2019-12-31
Britannia Aggregates Ltd,Private,2304376,Mining,Extraction of aggregates,https://www.brett.co.uk/aggregates/products-and-services/marine-aggregate-dredging,https://beta.companieshouse.gov.uk/company/02304376,518794.0,United Kingdom,GBR,2019,2019-01-01,2019-12-31
