Full company name,Company type,Company ID number,Sector,Commodities (comma-seperated),Stock exchange listing or company website,"Audited financial statement (or balance sheet, cash flows, profit/loss statement if unavailable)",Payments to Governments Report,Country,ISO Code,Year,Start Date,End Date
ANASURIA HIBISCUS UK Ltd,Private,9696268,Oil & Gas,Oil & Gas,https://www.anasuria.co.uk/,https://find-and-update.company-information.service.gov.uk/company/09696268,967080.0,United Kingdom,GBR,2020,2020-01-01,2020-12-31
Aggregate Industries UK Ltd,Private,245717,Mining,"Cement, Aggregates",https://www.aggregate.com/,https://find-and-update.company-information.service.gov.uk/company/00245717,2151725.0,United Kingdom,GBR,2020,2020-01-01,2020-12-31
Albion Stone,Private,1767530,Mining,Portland Stone,https://www.albionstone.com/,https://find-and-update.company-information.service.gov.uk/company/01767530,233817.0,United Kingdom,GBR,2020,2020-01-01,2020-12-31
Alpha Petroleum Resources Limited,Private,3949599,Oil & Gas,Gas,https://www.alphapetroleum.com/,https://find-and-update.company-information.service.gov.uk/company/03949599,1467931.0,United Kingdom,GBR,2020,2020-01-01,2020-12-31
Apache Corporation,Private,4614761,Oil & Gas,Oil & Gas,http://www.apachecorp.com/,https://find-and-update.company-information.service.gov.uk/company/04614761,82797113.0,United Kingdom,GBR,2020,2020-01-01,2020-12-31
BHP,Private,810819,Oil & Gas,Oil & Gas,https://www.bhp.com/,https://find-and-update.company-information.service.gov.uk/company/00810819,110000.0,United Kingdom,GBR,2020,2020-01-01,2020-12-31
BP PLC,Private,305943,Oil & Gas,Oil & Gas,https://www.bp.com/,https://find-and-update.company-information.service.gov.uk/company/00305943,-39414066.0,United Kingdom,GBR,2020,2020-01-01,2020-12-31
Boskalis Westminster Holdings Limited,Private,2380267,Mining,Marine Aggregates,https://westminster.boskalis.com/,https://find-and-update.company-information.service.gov.uk/company/00485700,1903283.0,United Kingdom,GBR,2020,2020-01-01,2020-12-31
Breedon Group PLC,Private,98465,Mining,Construction Materials,https://www.breedongroup.com/,https://www.jerseyfsc.org/registry/documentsearch/NameDetail.aspx?Id=124680,16810222.0,United Kingdom,GBR,2020,2020-01-01,2020-12-31
Britannia Aggregates Ltd,Private,2304376,Mining,Extraction of aggregates,https://www.brett.co.uk/aggregates/products-and-services/marine-aggregate-dredging,https://find-and-update.company-information.service.gov.uk/company/02304376,548083.0,United Kingdom,GBR,2020,2020-01-01,2020-12-31
CHRYSAOR,Private,FC027988,Oil & Gas,Oil & Gas,https://www.chrysaor.com/,https://find-and-update.company-information.service.gov.uk/company/FC027988,162901637.0,United Kingdom,GBR,2020,2020-01-01,2020-12-31
CNOOC Petroleum Europe Limited,Private,1051137,Oil & Gas,Oil & Gas,https://cnoocinternational.com/operations/europe/uk,https://find-and-update.company-information.service.gov.uk/company/01051137,142409794.0,United Kingdom,GBR,2020,2020-01-01,2020-12-31
